nplv,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863?<;6,15.0,43.0333333,21.4,43.0333333,3.3287879,0.3209446,0.145205,0.179764,0.12678,0.0402412,1572.0,1583.0,13.61433,12700.9345794,117.0,1.0,19.529,0.065,0.05,0.28,0.069,0.02,0.050637,0.117,0.28,0.257,4530.0,0.002,0.513,0.294,0.106,0.635,0.009,0.01,0.081,0.008,0.018,0.439,0.002,0.028,0.003,0.776,0.0002,0.414,0.106,0.791,0.008,0.012,0.08,0.009,0.014,0.555,0.003,0.036,4.0,55.3,1.4,7.2,0.08,2.7,20.3,4.1,51.7,0.7,15.6,0.07,2.5,20.7
г683863?<;7,9.0,47.1666667,26.5,46.7166667,3.9068991,0.3770527,0.157635,0.198237,0.131913,0.0390333,1556.0,1597.0,15.4983378,12692.8301887,115.1,1.0,24.087,0.231,0.05,0.331,0.074,0.02,0.049117,0.117,0.309,0.279,5606.0,0.002,0.473,0.287,0.104,0.624,0.007,0.01,0.074,0.007,0.019,0.45,0.002,0.035,0.003,0.764,0.0002,0.417,0.105,0.792,0.007,0.01,0.074,0.008,0.014,0.551,0.003,0.036,3.2,55.5,0.3,13.2,0.11,2.2,25.7,4.2,50.6,0.4,9.8,0.07,2.4,21.0
г683863?<;8,11.0,46.1166667,26.8666667,45.7166667,3.3180412,0.3608897,0.153115,0.176363,0.114015,0.0390333,1540.0,1583.0,16.3456799,12852.3573201,111.1,1.0,24.909,0.171,0.05,0.315,0.068,0.02,0.049117,0.099,0.275,0.271,5755.0,0.002,0.475,0.286,0.131,0.634,0.005,0.009,0.069,0.007,0.02,0.463,0.002,0.024,0.003,0.771,0.0002,0.415,0.128,0.788,0.005,0.011,0.07,0.007,0.017,0.569,0.003,0.036,2.9,59.7,0.2,10.9,0.08,2.3,26.4,4.0,60.5,0.4,6.1,0.05,2.6,23.6
г683863?<;9,19.0,43.9,23.8666667,43.9,3.403307,0.346115,0.156505,0.156724,0.114468,0.0384015,1552.0,1584.0,13.6512722,12833.7988827,113.4,1.0,19.673,0.173,0.05,0.349,0.072,0.02,0.048322,0.108,0.244,0.277,5105.0,0.002,0.5,0.285,0.11,0.651,0.008,0.01,0.075,0.008,0.018,0.461,0.002,0.003,0.004,0.773,0.0003,0.417,0.11,0.788,0.007,0.012,0.075,0.009,0.014,0.554,0.003,0.035,3.7,52.8,0.2,9.5,0.07,2.3,23.2,4.5,58.6,0.6,9.6,0.13,2.3,25.5
г683863?<;:,20.0,45.4,27.0333333,45.4,4.0,0.3073497,0.140685,0.09163,0.089814,0.0382577,1541.0,1590.0,15.7856452,13274.7225647,115.2,1.0,23.582,0.172,0.05,0.3,0.089,0.02,0.048141,0.098,0.142,0.249,5981.0,0.002,0.542,0.301,0.106,0.711,0.008,0.007,0.073,0.011,0.018,0.473,0.002,0.003,0.003,0.767,0.0004,0.42,0.108,0.796,0.008,0.01,0.074,0.012,0.014,0.555,0.003,0.035,3.9,60.1,0.3,10.7,0.09,2.5,24.3,4.2,57.6,0.8,7.7,0.14,2.2,26.0
г683863?<;;,12.0,42.55,23.4,42.55,3.4387044,0.354155,0.140685,0.127506,0.110946,0.0381138,1623.0,1635.0,18.3064884,12097.4358974,112.9,1.0,25.863,0.41,0.05,0.363,0.07,0.02,0.04796,0.115,0.198,0.249,4718.0,0.002,0.492,0.301,0.104,0.68,0.006,0.008,0.063,0.011,0.018,0.47,0.002,0.003,0.004,0.75,0.0004,0.417,0.102,0.784,0.005,0.009,0.063,0.012,0.012,0.555,0.003,0.036,4.1,56.8,0.6,9.8,0.09,2.3,24.9,4.8,56.8,0.6,7.9,0.1,2.5,22.7
г683863?<;<,15.0,55.2166667,36.35,55.2166667,4.027307,0.1762285,0.105655,0.072207,0.102147,0.0388036,1516.0,1606.0,20.3325493,11668.2255846,114.2,1.0,36.977,0.166,0.05,0.119,0.081,0.0199999999999999,0.0488279999999999,0.125,0.111,0.187,7069.0,0.002,0.632,0.324,0.098,0.723,0.006,0.009,0.065,0.012,0.017,0.493,0.003,0.005,0.003,0.766,0.0003,0.414,0.098,0.785,0.005,0.009,0.065,0.012,0.011,0.551,0.003,0.037,3.3,53.5,0.7,10.4,0.12,2.7,19.6,4.1,61.0,0.5,6.8,0.11,2.3,26.3
г683863?<;=,25.0,54.05,22.2166667,54.05,2.6272966,0.28597,0.11978,0.068337,0.098445,0.0377403,1585.0,1597.0,18.5378353,11434.6586647,111.8,1.0,33.399,0.058,0.05,0.285,0.043,0.02,0.04749,0.121,0.105,0.212,4234.0,0.002,0.524,0.315,0.111,0.719,0.007,0.008,0.067,0.011,0.017,0.479,0.002,0.003,0.003,0.762,0.0002,0.418,0.109,0.78,0.007,0.01,0.067,0.011,0.013,0.574,0.003,0.036,3.9,52.3,0.6,7.6,0.08,2.5,21.1,3.9,58.4,0.8,8.9,0.15,2.2,26.1
г683863?<;>,32.0,46.2,30.1833333,46.2,3.9252188,0.249815,0.128255,0.088397,0.086289,0.0388036,1522.0,1592.0,10.9238893,12736.1678631,114.2,1.0,16.665,0.047,0.05,0.238,0.023,0.02,0.048828,0.094,0.137,0.227,6407.0,0.002,0.567,0.313,0.102,0.714,0.006,0.008,0.068,0.011,0.018,0.491,0.003,0.004,0.004,0.747,0.0002,0.419,0.102,0.788,0.006,0.01,0.068,0.011,0.014,0.576,0.004,0.037,3.7,63.8,0.4,6.8,0.06,2.7,23.6,5.0,63.9,0.9,4.0,0.07,2.8,23.0
г683863?<;?,34.0,48.3666667,29.6666667,48.3666667,3.7279245,0.36797,0.14577,0.156003,0.109671,0.0391992,1523.0,1583.0,10.7334496,12941.7977528,115.6,1.0,17.096,0.068,0.05,0.378,0.044,0.02,0.049479,0.101,0.243,0.258,6399.0,0.002,0.494,0.3,0.115,0.656,0.006,0.008,0.077,0.008,0.019,0.46,0.002,0.003,0.003,0.753,0.0001,0.42,0.115,0.788,0.006,0.01,0.076,0.009,0.015,0.575,0.003,0.036,4.3,59.5,0.5,8.4,0.07,2.6,23.1,5.0,61.6,0.5,3.7,0.07,2.7,23.2
г683863?<<6,38.0,49.35,34.55,49.35,3.4191591,0.297795,0.114695,0.081909,0.091119,0.039013,1503.0,1579.0,17.0128038,12517.5108538,115.3,1.0,27.608,0.03,0.05,0.3,0.024,0.02,0.049371,0.104,0.127,0.203,7208.0,0.002,0.552,0.326,0.107,0.724,0.007,0.009,0.066,0.008,0.017,0.493,0.003,0.005,0.004,0.741,0.0003,0.418,0.107,0.784,0.007,0.01,0.066,0.009,0.011,0.576,0.004,0.038,3.9,65.3,1.1,5.9,0.14,2.8,23.0,5.0,62.6,0.5,3.8,0.09,2.6,23.6
г683863?<<7,39.0,56.0666667,27.3666667,56.0666667,3.9384911,0.260165,0.097745,0.047892,0.083058,0.0386408,1519.0,1573.0,11.3719976,12446.5286236,113.0,1.0,21.253,,0.05,0.258,0.03,0.02,0.0489,0.106,0.074,0.173,5677.0,0.002,0.579,0.338,0.111,0.746,0.006,0.007,0.068,0.01,0.018,0.499,0.003,0.003,0.003,0.759,0.0003,0.416,0.106,0.781,0.005,0.01,0.066,0.01,0.015,0.583,0.004,0.037,4.5,61.6,0.4,5.9,0.07,2.6,23.3,7.2,59.8,0.7,5.3,0.07,2.6,23.0
г683863?<<8,50.0,42.3666667,15.4833333,41.3666667,2.0,0.373985,0.141815,0.149922,0.144555,0.0382409,1578.0,1573.0,18.612087,12574.8116254,112.4,1.0,25.664,0.125,0.04,0.395,0.048,0.02,0.048394,0.156,0.235,0.251,3245.0,0.002,0.478,0.3,0.096,0.651,0.006,0.008,0.066,0.008,0.018,0.435,0.002,0.003,0.003,0.757,0.0001,0.419,0.098,0.784,0.005,0.01,0.067,0.008,0.013,0.566,0.003,0.037,4.9,51.0,0.5,14.3,0.16,2.0,25.4,6.9,59.8,0.7,5.9,0.07,2.5,23.6
г683863?<<9,41.0,43.7166667,21.8166667,43.7166667,2.735,0.34426,0.13899,0.128088,0.081294,0.038384,1555.0,1567.0,10.0482679,12015.5844156,114.2,1.0,14.503,,0.05,0.351,0.033,0.02,0.048575,0.069,0.202,0.246,4369.0,0.002,0.502,0.307,0.094,0.672,0.007,0.011,0.066,0.006,0.017,0.489,0.002,0.003,0.003,0.762,0.0002,0.419,0.095,0.785,0.006,0.011,0.064,0.007,0.016,0.574,0.004,0.037,5.3,60.8,0.4,7.5,0.06,2.5,24.3,6.1,60.0,0.6,6.1,0.07,2.6,23.4
г683863?<<:,39.0,45.0333333,21.7166667,45.0333333,2.0,0.406455,0.125995,0.13392,0.12627,0.0390414,1568.0,1567.0,10.3463087,11758.7106677,115.2,1.0,15.416,,0.05,0.43,0.033,0.02,0.049407,0.135,0.21,0.223,4256.0,0.002,0.481,0.317,0.099,0.677,0.006,0.011,0.065,0.008,0.019,0.458,0.002,0.003,0.003,0.768,0.0001,0.418,0.099,0.788,0.005,0.012,0.065,0.008,0.017,0.579,0.004,0.037,4.9,57.0,0.4,7.4,0.09,2.4,24.2,5.1,61.1,0.7,5.9,0.08,2.6,23.8
г683863?<<;,38.0,43.5166667,21.3833333,43.5166667,3.3071672,0.40155,0.13786,0.1521,0.09198,0.0395274,1558.0,1574.0,11.1001158,12312.3928293,116.1,1.0,15.978,,0.05,0.421,0.04,0.02,0.050022,0.075,0.24,0.244,4388.0,0.002,0.483,0.307,0.105,0.656,0.007,0.01,0.07,0.008,0.019,0.476,0.002,0.003,0.003,0.742,0.0002,0.418,0.105,0.789,0.006,0.011,0.07,0.008,0.017,0.576,0.004,0.037,5.0,60.2,0.6,7.1,0.07,2.6,22.8,5.5,61.3,0.4,6.7,0.07,2.5,24.4
г683863?<<<,29.0,46.3666667,16.9833333,46.3666667,,0.31418,0.09944,0.057294,0.083073,0.0387554,1575.0,1576.0,10.7372937,11471.2463199,113.4,1.0,16.267,,0.05,0.324,0.07,0.02,0.049045,0.102,0.089,0.176,3247.0,0.002,0.529,0.335,0.111,0.736,0.006,0.009,0.064,0.01,0.02,0.491,0.002,0.003,0.003,0.768,0.0001,0.418,0.109,0.786,0.005,0.01,0.063,0.011,0.016,0.566,0.003,0.038,4.6,58.0,0.5,15.0,0.12,2.5,23.4,4.7,51.1,1.0,5.6,0.1,2.5,20.4
г683863?<<=,33.0,44.3666667,17.2166667,44.3666667,,0.339685,0.118085,0.10863,0.079767,0.0384985,1571.0,1578.0,11.0176649,11183.3494676,113.8,1.0,16.147,,0.05,0.35,0.051,0.02,0.04872,0.075,0.171,0.209,3209.0,0.002,0.512,0.322,0.119,0.69,0.007,0.009,0.071,0.008,0.018,0.492,0.002,0.003,0.003,0.774,0.0001,0.414,0.114,0.774,0.006,0.012,0.07,0.008,0.014,0.56,0.003,0.036,5.9,55.9,0.6,11.9,0.08,2.6,21.7,6.5,57.7,0.7,5.7,0.1,2.3,25.4
г683863?<<?,30.0,45.6833333,19.4833333,45.6833333,,0.17115,0.09718,0.027996,0.091914,0.0388123,1549.0,1576.0,10.3279663,11483.6612489,114.8,1.0,15.644,,0.05,0.149,0.077,0.02,0.049117,0.128,0.042,0.172,3729.0,0.002,0.656,0.338,0.1,0.764,0.007,0.011,0.064,0.012,0.016,0.509,0.003,0.005,0.003,0.775,0.0004,0.416,0.099,0.779,0.006,0.012,0.065,0.012,0.015,0.566,0.003,0.038,4.6,62.1,1.5,7.6,0.57,2.9,21.2,4.5,53.3,0.5,6.5,0.1,2.5,21.7
г683863?<=7,27.0,42.0166667,15.3333333,42.0166667,2.0,0.305195,0.128255,0.04611,0.088467,0.0386408,1596.0,1584.0,9.2477588,10792.173913,113.2,1.0,12.952,,0.05,0.308,0.061,0.02,0.0489,0.115,0.071,0.227,2758.0,0.002,0.526,0.313,0.086,0.743,0.006,0.009,0.054,0.01,0.016,0.488,0.002,0.003,0.003,0.762,0.0002,0.42,0.085,0.781,0.005,0.011,0.053,0.011,0.014,0.565,0.003,0.037,4.5,57.9,0.4,13.2,0.09,2.6,22.2,3.4,61.8,0.5,3.7,0.07,2.3,26.9
г683863?<=8,27.0,41.5166667,16.1333333,41.5166667,1.4413057,0.240245,0.084185,0.045978,0.081207,0.0380695,1579.0,1574.0,8.5714974,11525.2066116,112.7,1.0,11.862,0.08,0.05,0.236,0.077,0.02,0.048177,0.104,0.071,0.149,3099.0,0.002,0.589,0.347,0.104,0.75,0.007,0.009,0.067,0.012,0.018,0.51,0.002,0.004,0.003,0.749,0.0006,0.418,0.104,0.786,0.007,0.009,0.068,0.013,0.013,0.57,0.003,0.037,5.6,59.3,0.7,12.8,0.12,2.8,21.4,7.0,59.9,0.8,9.7,0.1,2.8,21.4
г683863?<=9,28.0,43.3333333,19.8333333,43.3333333,2.0,0.3286,0.10961,0.080544,0.086322,0.0384409,1559.0,1571.0,11.0783077,12255.1260504,113.7,1.0,16.002,0.08,0.05,0.339,0.077,0.02,0.048647,0.097,0.126,0.194,4051.0,0.002,0.532,0.33,0.114,0.716,0.007,0.009,0.064,0.011,0.019,0.49,0.002,0.003,0.003,0.752,0.0001,0.42,0.113,0.787,0.006,0.011,0.065,0.012,0.014,0.565,0.003,0.037,4.4,59.9,0.3,12.5,0.09,2.6,23.4,4.4,60.9,1.0,8.6,0.08,2.7,22.9
г683863?<=:,27.0,40.5,19.85,40.5,2.0,0.25864,0.14238,0.094464,0.093516,0.039013,1565.0,1581.0,8.82,11942.5692695,114.7,1.0,11.907,0.079,0.05,0.246,0.075,0.02,0.049371,0.102,0.148,0.252,3951.0,0.002,0.582,0.302,0.083,0.706,0.006,0.008,0.055,0.011,0.016,0.492,0.002,0.003,0.004,0.773,0.0005,0.419,0.083,0.786,0.005,0.01,0.056,0.011,0.012,0.565,0.003,0.037,4.4,56.8,0.5,10.3,0.1,2.7,21.3,4.2,62.6,0.8,6.9,0.11,2.8,22.3
г683863?<=;,24.0,45.85,31.6333333,45.85,2.0,0.295245,0.151985,0.07944,0.094548,0.0389268,1559.0,1619.0,10.9917121,12520.337197,115.5,1.0,16.799,0.16,0.05,0.29,0.075,0.02,0.049262,0.11,0.124,0.269,6601.0,0.002,0.555,0.295,0.084,0.724,0.006,0.008,0.058,0.012,0.015,0.489,0.003,0.004,0.004,0.782,0.0003,0.42,0.084,0.792,0.005,0.01,0.058,0.013,0.01,0.568,0.003,0.037,4.8,58.6,0.8,12.6,0.1,2.8,20.9,4.3,57.8,0.4,11.1,0.09,2.7,21.6
г683863?<=<,24.0,44.05,24.65,44.05,2.0,0.31154,0.13786,0.098064,0.084678,0.0382125,1545.0,1595.0,8.661521,13282.7586207,112.8,1.0,12.718,0.079,0.05,0.312,0.077,0.02,0.048358,0.087,0.154,0.244,5457.0,0.002,0.522,0.303,0.09,0.701,0.006,0.01,0.057,0.01,0.016,0.499,0.002,0.003,0.003,0.759,0.0002,0.418,0.09,0.787,0.005,0.011,0.057,0.01,0.012,0.567,0.003,0.037,3.1,62.8,0.3,9.7,0.11,2.5,24.8,3.5,61.8,1.0,3.5,0.15,2.3,26.5
г683863?<==,25.0,62.7166667,26.8833333,62.7166667,2.0,0.29987,0.15255,0.11979,0.073053,0.0385839,1560.0,1584.0,8.3327133,11657.0365778,112.9,1.0,17.42,0.08,0.05,0.294,0.077,0.02,0.048828,0.06,0.189,0.27,5223.0,0.002,0.518,0.29,0.097,0.681,0.006,0.009,0.061,0.007,0.014,0.495,0.002,0.003,0.003,0.76,0.0002,0.418,0.095,0.786,0.005,0.011,0.061,0.008,0.01,0.559,0.003,0.037,4.4,54.7,0.6,8.9,0.11,2.7,20.2,4.5,59.6,0.6,10.3,0.09,2.6,22.7
г683863?<=>,41.0,45.2,21.1666667,45.2,2.0,0.37079,0.16837,0.187182,0.125475,0.0400418,1576.0,1583.0,8.3230088,11990.5511811,116.2,1.0,12.54,0.082,0.05,0.376,0.048,0.02,0.050673,0.111,0.295,0.298,4230.0,0.001,0.484,0.281,0.105,0.624,0.008,0.01,0.074,0.007,0.015,0.457,0.001,0.003,0.003,0.764,0.0002,0.415,0.103,0.782,0.007,0.012,0.074,0.007,0.013,0.565,0.003,0.037,3.9,57.7,0.6,10.5,0.09,2.6,22.2,3.5,60.8,0.9,3.3,0.1,2.3,26.3
г683863?<=?,44.0,40.7,18.5,40.7,2.0,0.37327,0.15368,0.15615,0.117612,0.0388699,1559.0,1572.0,9.1175916,13757.8378378,115.7,1.0,12.367,0.084,0.05,0.383,0.075,0.02,0.04919,0.111,0.246,0.272,4242.0,0.002,0.485,0.289,0.103,0.651,0.006,0.009,0.068,0.007,0.016,0.459,0.002,0.003,0.003,0.781,0.0003,0.417,0.102,0.794,0.006,0.011,0.068,0.008,0.014,0.57,0.003,0.036,3.5,58.6,0.2,11.6,0.09,2.3,25.9,4.0,59.8,0.6,7.5,0.11,2.3,26.0
г683863?<>6,42.0,43.0333333,20.55,43.0333333,3.483965,0.226165,0.127125,0.06209,0.082829,0.0396704,1541.0,1575.0,7.4860177,12452.5547445,115.4,1.0,10.574,0.053,0.05,0.21,0.077,0.02,0.050203,0.098,0.097,0.225,4265.0,0.002,0.567,0.316,0.095,0.733,0.006,0.009,0.068,0.011,0.016,0.493,0.002,0.004,0.003,0.758,0.0003,0.417,0.091,0.781,0.005,0.012,0.067,0.011,0.013,0.564,0.003,0.038,4.3,54.3,0.5,9.9,0.07,2.7,19.9,5.5,61.0,0.6,8.0,0.06,2.7,22.8
г683863?<>7,10.0,44.2,14.8333333,44.2,1.3821302,0.10853,0.1356,0.06697,0.073525,0.0377265,1592.0,1574.0,9.7269231,11265.1685393,113.6,1.0,14.331,,0.05,0.063,0.111,0.02,0.047743,0.082,0.105,0.24,2785.0,0.002,0.694,0.307,0.1,0.732,0.006,0.009,0.063,0.015,0.015,0.512,0.002,0.005,0.003,0.775,0.0003,0.415,0.097,0.777,0.005,0.009,0.063,0.014,0.01,0.557,0.003,0.037,3.0,67.2,0.4,8.5,0.06,3.1,21.5,4.0,60.9,0.4,10.8,0.09,2.8,22.0
г683863?<>8,13.0,44.2166667,20.7333333,44.2166667,2.0,0.29977,0.13334,0.08008,0.069202,0.0373836,1555.0,1575.0,10.1093102,11954.6623794,110.6,1.0,14.9,0.055,0.05,0.299,0.08,0.02,0.047309,0.07,0.126,0.236,4131.0,0.002,0.528,0.305,0.099,0.718,0.006,0.01,0.064,0.01,0.016,0.507,0.002,0.004,0.003,0.775,0.0001,0.419,0.098,0.787,0.005,0.01,0.065,0.011,0.013,0.568,0.003,0.037,3.4,56.5,0.3,6.4,0.07,2.9,19.2,6.2,60.1,0.5,8.8,0.1,2.8,21.7
г683863?<>9,15.0,43.7,21.5,42.6833333,3.4859054,0.257145,0.140685,0.10613,0.091199,0.0395843,1553.0,1588.0,9.601176,12862.3255814,115.6,1.0,13.607,,0.05,0.244,0.0819999999999999,0.0199999999999999,0.050094,0.092,0.167,0.249,4609.0,0.002,0.573,0.304,0.103,0.698,0.006,0.009,0.068,0.011,0.017,0.487,0.002,0.004,0.003,0.772,0.0003,0.419,0.103,0.791,0.005,0.011,0.067,0.011,0.013,0.558,0.003,0.038,3.3,62.5,0.2,9.3,0.07,2.6,23.9,6.4,59.1,0.5,6.0,0.1,2.3,25.6
г683863?<>:,11.0,44.1666667,17.1333333,44.1666667,2.7055016,0.2883777,0.147521,0.09126,0.103701,0.0396127,1583.0,1576.0,11.8517241,12011.6731518,116.5,1.0,17.185,0.146,0.05,0.248,0.077,0.02,0.05013,0.117,0.143,0.261,3430.0,0.003,0.532,0.296,0.095,0.708,0.005,0.011,0.061,0.012,0.016,0.479,0.002,0.003,0.003,0.77,0.0004,0.418,0.097,0.791,0.004,0.012,0.062,0.013,0.011,0.552,0.003,0.037,4.2,57.0,0.9,7.1,0.1,2.3,24.8,4.5,48.4,0.7,8.2,0.1,2.4,20.4
г683863?<>;,8.0,43.1666667,23.0166667,43.1666667,3.175584,0.336954,0.158067,0.14663,0.15662,0.0402986,1559.0,1578.0,10.4723438,12072.121651,117.9,1.0,14.894,0.088,0.05,0.305,0.065,0.02,0.050998,0.173,0.23,0.273,4631.0,0.002,0.496,0.29,0.095,0.674,0.006,0.011,0.068,0.009,0.018,0.436,0.002,0.003,0.004,0.77,0.0005,0.419,0.097,0.804,0.006,0.011,0.068,0.01,0.013,0.56,0.003,0.037,4.1,58.6,0.5,11.5,0.1,2.6,22.5,6.4,57.5,0.5,6.5,0.1,2.3,24.6
г683863?<><,11.0,44.2166667,24.7666667,44.2166667,3.5669574,0.281627,0.138381,0.128782,0.092704,0.0389553,1545.0,1584.0,11.395703,12302.0188425,115.0,1.0,16.796,0.087,0.05,0.275,0.118,0.02,0.049298,0.085,0.202,0.239,5078.0,0.002,0.558,0.302,0.095,0.682,0.006,0.01,0.063,0.009,0.017,0.477,0.002,0.004,0.003,0.763,0.0003,0.415,0.096,0.791,0.005,0.01,0.063,0.01,0.013,0.559,0.003,0.038,3.5,62.5,0.5,7.5,0.11,2.6,23.7,3.2,65.2,0.6,3.4,0.1,2.8,23.0
г683863?<>=,13.0,41.3833333,23.55,41.3833333,4.3537811,0.24169,0.15054,0.143458,0.091238,0.0388123,1534.0,1579.0,11.6023069,12833.1210191,114.5,1.0,15.647,0.152,0.05,0.223,0.071,0.02,0.049117,0.077,0.224,0.26,5037.0,0.002,0.59,0.294,0.095,0.67,0.005,0.01,0.06,0.008,0.017,0.488,0.002,0.004,0.003,0.774,0.0002,0.415,0.097,0.79,0.005,0.009,0.06,0.009,0.013,0.557,0.003,0.037,4.9,60.9,1.6,5.0,0.2,2.7,22.9,6.3,57.6,0.6,6.1,0.1,2.3,24.6
г683863?<>>,13.0,45.8833333,22.9833333,45.8833333,,0.35279,0.16791,0.172036,0.135876,0.0394413,1575.0,1587.0,10.1357065,12008.7019579,116.8,1.0,15.502,0.22,0.05,0.356,0.069,0.02,0.049913,0.132,0.268,0.29,4600.0,0.002,0.513,0.282,0.084,0.645,0.005,0.01,0.054,0.007,0.015,0.458,0.002,0.003,0.003,0.758,0.0005,0.417,0.083,0.796,0.004,0.012,0.054,0.008,0.011,0.55,0.003,0.037,3.8,59.4,0.3,10.0,0.09,2.5,23.8,4.0,51.7,0.4,9.4,0.08,2.5,20.3
г683863?<>?,19.0,41.2333333,22.8833333,41.2333333,3.5486399,0.372453,0.162699,0.177222,0.143322,0.0395843,1577.0,1607.0,9.2745392,12522.6511289,116.3,1.0,12.719,0.239,0.05,0.381,0.113,0.02,0.050094,0.141,0.276,0.281,4776.0,0.002,0.49,0.287,0.091,0.646,0.006,0.009,0.063,0.008,0.016,0.452,0.002,0.003,0.004,0.759,0.0007,0.419,0.09,0.795,0.006,0.01,0.063,0.009,0.013,0.554,0.003,0.037,4.6,53.6,0.7,26.7,0.09,2.7,20.1,5.9,58.1,0.6,6.6,0.11,2.3,25.4
г683863?<?6,20.0,43.85,21.05,43.85,3.2874049,0.111796,0.134328,0.130908,0.100428,0.038384,1551.0,1583.0,10.6800457,12547.2684086,113.3,1.0,15.581,0.164,0.05,0.066,0.117,0.02,0.048575,0.096,0.204,0.232,4402.0,0.002,0.696,0.307,0.116,0.684,0.007,0.009,0.069,0.012,0.017,0.492,0.003,0.005,0.004,0.776,0.0004,0.417,0.112,0.791,0.006,0.009,0.069,0.012,0.013,0.561,0.003,0.036,4.1,54.5,0.4,12.1,0.09,2.7,20.2,6.2,58.6,0.6,6.2,0.11,2.3,25.6
г683863?<?7,7.0,41.6833333,20.5166667,41.6833333,3.2715537,0.382804,0.172542,0.204196,0.165496,0.0379549,1577.0,1585.0,11.8032787,12273.9236393,113.1,1.0,16.4,0.172,0.05,0.391,0.062,0.02,0.048032,0.163,0.318,0.298,4197.0,0.001,0.49,0.274,0.107,0.615,0.007,0.011,0.073,0.007,0.02,0.424,0.001,0.003,0.003,0.761,0.0003,0.417,0.107,0.801,0.006,0.01,0.073,0.007,0.013,0.571,0.003,0.037,3.3,51.8,0.5,14.8,0.18,2.1,24.7,3.6,52.6,0.4,11.4,0.12,2.1,24.8
г683863?<?8,8.0,43.7,17.65,43.7,3.0,0.348194,0.149382,0.161394,0.102894,0.039156,1590.0,1583.0,11.864613,11700.8498584,115.5,1.0,17.118,0.087,0.05,0.354,0.06,0.02,0.049552,0.087,0.252,0.258,3442.0,0.002,0.506,0.292,0.103,0.652,0.006,0.01,0.065,0.008,0.017,0.476,0.002,0.003,0.003,0.775,0.0003,0.414,0.103,0.798,0.005,0.011,0.065,0.008,0.012,0.566,0.003,0.037,3.5,47.2,0.4,7.4,0.07,2.7,17.5,4.9,57.7,0.6,6.4,0.09,2.7,21.3
г683863?<?9,11.0,41.85,21.0333333,41.85,3.2618182,0.342471,0.160383,0.135397,0.103677,0.0389268,1560.0,1579.0,9.1957464,12662.7575277,114.0,1.0,12.731,0.133,0.05,0.346,0.059,0.02,0.049262,0.099,0.211,0.277,4439.0,0.002,0.509,0.283,0.101,0.664,0.007,0.009,0.066,0.007,0.017,0.464,0.002,0.003,0.003,0.754,0.0004,0.415,0.101,0.779,0.007,0.01,0.067,0.008,0.011,0.558,0.003,0.037,4.0,57.8,0.5,8.9,0.08,2.7,21.8,3.5,48.1,0.5,6.6,0.07,2.8,17.4
г683863?<?:,12.0,42.05,24.9333333,42.05,3.8191945,0.348567,0.161541,0.143908,0.121388,0.0391844,1550.0,1591.0,9.4758621,12602.4064171,115.1,1.0,13.282,0.176,0.05,0.353,0.105,0.02,0.049588,0.122,0.224,0.279,5237.0,0.002,0.504,0.28,0.085,0.657,0.006,0.01,0.055,0.007,0.018,0.444,0.002,0.003,0.003,0.772,0.0003,0.414,0.086,0.788,0.005,0.011,0.056,0.007,0.014,0.545,0.003,0.036,3.3,55.6,0.6,13.2,0.12,2.3,24.6,3.5,56.2,0.6,13.5,0.12,2.3,24.3
г683863?<?;,15.0,43.3666667,22.35,43.3666667,4.235696,0.34779,0.16212,0.168154,0.130794,0.0392129,1547.0,1584.0,10.275,13264.4295302,116.0,1.0,14.796,0.161,0.05,0.351,0.059,0.02,0.049624,0.126,0.262,0.28,4941.0,0.002,0.511,0.288,0.098,0.651,0.006,0.009,0.063,0.008,0.018,0.465,0.002,0.004,0.004,0.772,0.0005,0.418,0.097,0.797,0.006,0.01,0.063,0.009,0.01,0.567,0.003,0.037,3.6,58.5,0.3,10.8,0.06,2.4,24.0,3.4,59.9,0.5,8.5,0.07,2.4,24.8
